,Region,Antal,/100 000 inv,Date,Location,Snow_days
13430,Jämtlands län,3,2,2003-02,Rissna D,28
13431,Jämtlands län,3,2,2003-02,Rossön,3
13432,Jämtlands län,3,2,2003-02,Storlien-Storvallen,28
13433,Jämtlands län,3,2,2003-02,Sveg-Eggarna,8
13434,Jämtlands län,3,2,2003-02,Tullus D,27
13435,Jämtlands län,3,2,2003-02,Valsjöbyn,0
13436,Jämtlands län,3,2,2003-02,Ytterberg D,4
13437,Jämtlands län,3,2,2003-02,Ytterhogdal,28
13438,Jämtlands län,3,2,2003-02,Ön,6
13439,Jämtlands län,2,2,2003-12,Ankarvattnet D,28
13440,Jämtlands län,2,2,2003-12,Backe D,2
13441,Jämtlands län,2,2,2003-12,Bispgården,2
13442,Jämtlands län,2,2,2003-12,Dödre,1
13443,Jämtlands län,2,2,2003-12,Hammerdal D,31
13444,Jämtlands län,2,2,2003-12,Hillsand,2
13445,Jämtlands län,2,2,2003-12,Höglekardalen,31
13446,Jämtlands län,2,2,2003-12,Järpströmmen,2
13447,Jämtlands län,2,2,2003-12,Kaxås-Åflo D,31
13448,Jämtlands län,2,2,2003-12,Kyrktåsjö D,31
13449,Jämtlands län,2,2,2003-12,Ljusnedal,31
13450,Jämtlands län,2,2,2003-12,Lundsjön,2
13451,Jämtlands län,2,2,2003-12,Löten D,0
13452,Jämtlands län,2,2,2003-12,Marby D,31
13453,Jämtlands län,2,2,2003-12,Myskelåsen D,31
13454,Jämtlands län,2,2,2003-12,Mörsil,31
13455,Jämtlands län,2,2,2003-12,Rissna D,15
13456,Jämtlands län,2,2,2003-12,Rossön,3
13457,Jämtlands län,2,2,2003-12,Storlien-Storvallen,27
13458,Jämtlands län,2,2,2003-12,Sveg-Eggarna,20
13459,Jämtlands län,2,2,2003-12,Tullus D,30
13460,Jämtlands län,2,2,2003-12,Valsjöbyn,31
13461,Jämtlands län,2,2,2003-12,Ytterberg D,3
13462,Jämtlands län,2,2,2003-12,Ytterhogdal,31
13463,Jämtlands län,2,2,2003-12,Ön,6
13464,Jämtlands län,2,2,2004-01,Ankarvattnet D,30
13465,Jämtlands län,2,2,2004-01,Backe D,2
13466,Jämtlands län,2,2,2004-01,Dödre,1
13467,Jämtlands län,2,2,2004-01,Hammerdal D,27
13468,Jämtlands län,2,2,2004-01,Hillsand,2
13469,Jämtlands län,2,2,2004-01,Höglekardalen,31
13470,Jämtlands län,2,2,2004-01,Kaxås-Åflo D,30
13471,Jämtlands län,2,2,2004-01,Kyrktåsjö D,31
13472,Jämtlands län,2,2,2004-01,Ljusnedal,31
13473,Jämtlands län,2,2,2004-01,Lundsjön,1
13474,Jämtlands län,2,2,2004-01,Löten D,0
13475,Jämtlands län,2,2,2004-01,Marby D,31
13476,Jämtlands län,2,2,2004-01,Myskelåsen D,31
13477,Jämtlands län,2,2,2004-01,Mörsil,29
13478,Jämtlands län,2,2,2004-01,Rissna D,11
13479,Jämtlands län,2,2,2004-01,Rossön,3
13480,Jämtlands län,2,2,2004-01,Storlien-Storvallen,31
13481,Jämtlands län,2,2,2004-01,Sveg-Eggarna,31
13482,Jämtlands län,2,2,2004-01,Tullus D,31
13483,Jämtlands län,2,2,2004-01,Valsjöbyn,0
13484,Jämtlands län,2,2,2004-01,Ytterberg D,2
13485,Jämtlands län,2,2,2004-01,Ytterhogdal,31
13486,Jämtlands län,2,2,2004-01,Ön,9
13487,Jämtlands län,3,2,2004-02,Ankarvattnet D,28
13488,Jämtlands län,3,2,2004-02,Backe D,2
13489,Jämtlands län,3,2,2004-02,Bispgården,1
13490,Jämtlands län,3,2,2004-02,Dödre,1
13491,Jämtlands län,3,2,2004-02,Hammerdal D,26
13492,Jämtlands län,3,2,2004-02,Hillsand,1
13493,Jämtlands län,3,2,2004-02,Höglekardalen,29
13494,Jämtlands län,3,2,2004-02,Järpströmmen,2
13495,Jämtlands län,3,2,2004-02,Kaxås-Åflo D,28
13496,Jämtlands län,3,2,2004-02,Kyrktåsjö D,28
13497,Jämtlands län,3,2,2004-02,Ljusnedal,29
13498,Jämtlands län,3,2,2004-02,Lundsjön,2
13499,Jämtlands län,3,2,2004-02,Löten D,0
13500,Jämtlands län,3,2,2004-02,Marby D,22
13501,Jämtlands län,3,2,2004-02,Myskelåsen D,29
13502,Jämtlands län,3,2,2004-02,Mörsil,29
13503,Jämtlands län,3,2,2004-02,Rissna D,15
13504,Jämtlands län,3,2,2004-02,Rossön,3
13505,Jämtlands län,3,2,2004-02,Storlien-Storvallen,29
13506,Jämtlands län,3,2,2004-02,Sveg-Eggarna,12
13507,Jämtlands län,3,2,2004-02,Tullus D,24
13508,Jämtlands län,3,2,2004-02,Valsjöbyn,0
13509,Jämtlands län,3,2,2004-02,Ytterberg D,2
13510,Jämtlands län,3,2,2004-02,Ytterhogdal,29
13511,Jämtlands län,3,2,2004-02,Ön,11
13512,Jämtlands län,3,2,2005-02,Almdalen,28
13513,Jämtlands län,3,2,2005-02,Ankarvattnet D,28
13514,Jämtlands län,3,2,2005-02,Backe D,28
13515,Jämtlands län,3,2,2005-02,Bispgården,24
13516,Jämtlands län,3,2,2005-02,Dödre,28
13517,Jämtlands län,3,2,2005-02,Hammerdal D,28
13518,Jämtlands län,3,2,2005-02,Hillsand,28
13519,Jämtlands län,3,2,2005-02,Höglekardalen,28
13520,Jämtlands län,3,2,2005-02,Järpströmmen,18
13521,Jämtlands län,3,2,2005-02,Kyrktåsjö D,28
13522,Jämtlands län,3,2,2005-02,Ljusnedal,28
13523,Jämtlands län,3,2,2005-02,Lundsjön,28
13524,Jämtlands län,3,2,2005-02,Löten D,28
13525,Jämtlands län,3,2,2005-02,Marby D,28
13526,Jämtlands län,3,2,2005-02,Myskelåsen D,28
13527,Jämtlands län,3,2,2005-02,Mörsil,28
13528,Jämtlands län,3,2,2005-02,Rissna D,28
13529,Jämtlands län,3,2,2005-02,Rossön,28
13530,Jämtlands län,3,2,2005-02,Storlien-Storvallen,28
13531,Jämtlands län,3,2,2005-02,Sveg-Eggarna,22
13532,Jämtlands län,3,2,2005-02,Tullus D,28
13533,Jämtlands län,3,2,2005-02,Valsjöbyn,28
13534,Jämtlands län,3,2,2005-02,Ytterberg D,28
13535,Jämtlands län,3,2,2005-02,Ytterhogdal,28
13536,Jämtlands län,3,2,2005-02,Ön,0
13537,Jämtlands län,3,2,2007-12,Almdalen,26
13538,Jämtlands län,3,2,2007-12,Ankarvattnet D,27
13539,Jämtlands län,3,2,2007-12,Backe D,31
13540,Jämtlands län,3,2,2007-12,Bispgården,3
13541,Jämtlands län,3,2,2007-12,Borgvattnet D,31
13542,Jämtlands län,3,2,2007-12,Bottnen,31
13543,Jämtlands län,3,2,2007-12,Dödre,31
13544,Jämtlands län,3,2,2007-12,Hammerdal D,31
13545,Jämtlands län,3,2,2007-12,Handsjön D,30
13546,Jämtlands län,3,2,2007-12,Hillsand,31
13547,Jämtlands län,3,2,2007-12,Höglekardalen,31
13548,Jämtlands län,3,2,2007-12,Järpströmmen,13
13549,Jämtlands län,3,2,2007-12,Kaxås-Åflo D,23
13550,Jämtlands län,3,2,2007-12,Kyrktåsjö D,31
13551,Jämtlands län,3,2,2007-12,Ljusnedal,31
13552,Jämtlands län,3,2,2007-12,Lundsjön,31
13553,Jämtlands län,3,2,2007-12,Långan D,31
13554,Jämtlands län,3,2,2007-12,Löten D,31
13555,Jämtlands län,3,2,2007-12,Marby D,30
13556,Jämtlands län,3,2,2007-12,Myskelåsen D,31
13557,Jämtlands län,3,2,2007-12,Mörsil,31
13558,Jämtlands län,3,2,2007-12,Norderön,23
13559,Jämtlands län,3,2,2007-12,Rissna D,20
13560,Jämtlands län,3,2,2007-12,Rossön,31
13561,Jämtlands län,3,2,2007-12,Storlien-Storvallen,30
13562,Jämtlands län,3,2,2007-12,Strömsund-Edet D,31
13563,Jämtlands län,3,2,2007-12,Sveg-Eggarna,19
13564,Jämtlands län,3,2,2007-12,Tullus D,23
13565,Jämtlands län,3,2,2007-12,Valsjöbyn,30
13566,Jämtlands län,3,2,2007-12,Ytterberg D,31
13567,Jämtlands län,3,2,2007-12,Ytterhogdal,31
13568,Jämtlands län,3,2,2007-12,Åsarna D,0
13569,Jämtlands län,3,2,2010-02,Almdalen,25
13570,Jämtlands län,3,2,2010-02,Ankarvattnet D,28
13571,Jämtlands län,3,2,2010-02,Backe D,28
13572,Jämtlands län,3,2,2010-02,Borgvattnet D,28
13573,Jämtlands län,3,2,2010-02,Bottnen,6
13574,Jämtlands län,3,2,2010-02,Dödre,27
13575,Jämtlands län,3,2,2010-02,Frostviken D,28
13576,Jämtlands län,3,2,2010-02,Hammerdal D,27
13577,Jämtlands län,3,2,2010-02,Handsjön D,28
13578,Jämtlands län,3,2,2010-02,Hedeviken,28
13579,Jämtlands län,3,2,2010-02,Hillsand,26
13580,Jämtlands län,3,2,2010-02,Höglekardalen,28
13581,Jämtlands län,3,2,2010-02,Järpströmmen,13
13582,Jämtlands län,3,2,2010-02,Kaxås-Åflo D,28
13583,Jämtlands län,3,2,2010-02,Kyrktåsjö D,28
13584,Jämtlands län,3,2,2010-02,Ljusnedal,28
13585,Jämtlands län,3,2,2010-02,Lundsjön,19
13586,Jämtlands län,3,2,2010-02,Långan D,28
13587,Jämtlands län,3,2,2010-02,Löten D,28
13588,Jämtlands län,3,2,2010-02,Marby D,28
13589,Jämtlands län,3,2,2010-02,Myskelåsen D,28
13590,Jämtlands län,3,2,2010-02,Mörsil,28
13591,Jämtlands län,3,2,2010-02,Norderön,28
13592,Jämtlands län,3,2,2010-02,Rissna D,28
13593,Jämtlands län,3,2,2010-02,Rossön,28
13594,Jämtlands län,3,2,2010-02,Storlien-Storvallen,28
13595,Jämtlands län,3,2,2010-02,Strömsund-Edet D,28
13596,Jämtlands län,3,2,2010-02,Sveg-Eggarna,28
13597,Jämtlands län,3,2,2010-02,Tullus D,28
13598,Jämtlands län,3,2,2010-02,Valsjöbyn,28
13599,Jämtlands län,3,2,2010-02,Ytterberg D,28
13600,Jämtlands län,3,2,2010-02,Ytterhogdal,25
13601,Jämtlands län,3,2,2010-02,Åsarna D,0
13602,Jämtlands län,3,2,2010-02,Ön,7
13603,Kronobergs län,4,2,1996-02,Krokshult D,0
13604,Kronobergs län,4,2,1996-02,Ljungby D,29
13605,Kronobergs län,4,2,1996-02,Markaryd,0
13606,Kronobergs län,4,2,1996-02,Pjätteryd,0
13607,Norrbottens län,6,2,1995-11,Abisko,30
13608,Norrbottens län,6,2,1995-11,Abraur,15
13609,Norrbottens län,6,2,1995-11,Esrange,30
13610,Norrbottens län,6,2,1995-11,Glommersträsk,2
13611,Norrbottens län,6,2,1995-11,Haparanda D,18
13612,Norrbottens län,6,2,1995-11,Jarhois,1
13613,Norrbottens län,6,2,1995-11,Jäckvik,2
13614,Norrbottens län,6,2,1995-11,Kangos D,0
13615,Norrbottens län,6,2,1995-11,Karesuando,30
13616,Norrbottens län,6,2,1995-11,Karungi,0
13617,Norrbottens län,6,2,1995-11,Katterjåkk,28
13618,Norrbottens län,6,2,1995-11,Koler D,0
13619,Norrbottens län,6,2,1995-11,Kvikkjokk-Årrenjarka,19
13620,Norrbottens län,6,2,1995-11,Kypasjärvi D,0
13621,Norrbottens län,6,2,1995-11,Kätkesuando,0
13622,Norrbottens län,6,2,1995-11,Lainio,30
13623,Norrbottens län,6,2,1995-11,Luleå Flygplats,12
13624,Norrbottens län,6,2,1995-11,Malmberget,30
13625,Norrbottens län,6,2,1995-11,Murjek D,0
13626,Norrbottens län,6,2,1995-11,Parakka,0
13627,Norrbottens län,6,2,1995-11,Parkajoki,0
13628,Norrbottens län,6,2,1995-11,Piteå,29
13629,Norrbottens län,6,2,1995-11,Puottaure,0
13630,Norrbottens län,6,2,1995-11,Rödupp,0
13631,Norrbottens län,6,2,1995-11,Saittarova D,0
13632,Norrbottens län,6,2,1995-11,Skröven D,0
13633,Norrbottens län,6,2,1995-11,Svanstein,0
13634,Norrbottens län,6,2,1995-11,Svappavaara,2
13635,Norrbottens län,6,2,1995-11,Talljärv D,0
13636,Norrbottens län,6,2,1995-11,Vidsel,21
13637,Norrbottens län,6,2,1995-11,Övertorneå,30
13638,Norrbottens län,6,2,1995-11,Övre Soppero,2
13639,Norrbottens län,4,2,1996-03,Abisko,31
13640,Norrbottens län,4,2,1996-03,Abraur,31
13641,Norrbottens län,4,2,1996-03,Esrange,31
13642,Norrbottens län,4,2,1996-03,Glommersträsk,2
13643,Norrbottens län,4,2,1996-03,Haparanda D,31
13644,Norrbottens län,4,2,1996-03,Jarhois,0
13645,Norrbottens län,4,2,1996-03,Jäckvik,2
13646,Norrbottens län,4,2,1996-03,Kangos D,0
13647,Norrbottens län,4,2,1996-03,Karesuando,31
13648,Norrbottens län,4,2,1996-03,Karungi,0
13649,Norrbottens län,4,2,1996-03,Katterjåkk,30
13650,Norrbottens län,4,2,1996-03,Koler D,0
13651,Norrbottens län,4,2,1996-03,Kvikkjokk-Årrenjarka,31
13652,Norrbottens län,4,2,1996-03,Kypasjärvi D,0
13653,Norrbottens län,4,2,1996-03,Kätkesuando,0
13654,Norrbottens län,4,2,1996-03,Lainio,31
13655,Norrbottens län,4,2,1996-03,Luleå Flygplats,23
13656,Norrbottens län,4,2,1996-03,Malmberget,31
13657,Norrbottens län,4,2,1996-03,Murjek D,0
13658,Norrbottens län,4,2,1996-03,Parakka,0
13659,Norrbottens län,4,2,1996-03,Parkajoki,0
13660,Norrbottens län,4,2,1996-03,Piteå,21
13661,Norrbottens län,4,2,1996-03,Puottaure,0
13662,Norrbottens län,4,2,1996-03,Rödupp,0
13663,Norrbottens län,4,2,1996-03,Saittarova D,0
13664,Norrbottens län,4,2,1996-03,Skröven D,0
13665,Norrbottens län,4,2,1996-03,Svanstein,0
13666,Norrbottens län,4,2,1996-03,Svappavaara,2
13667,Norrbottens län,4,2,1996-03,Talljärv D,0
13668,Norrbottens län,4,2,1996-03,Vidsel,29
13669,Norrbottens län,4,2,1996-03,Övertorneå,31
13670,Norrbottens län,4,2,1996-03,Övre Soppero,0
13671,Norrbottens län,4,2,1996-11,Abisko,28
13672,Norrbottens län,4,2,1996-11,Abraur,30
13673,Norrbottens län,4,2,1996-11,Esrange,9
13674,Norrbottens län,4,2,1996-11,Glommersträsk,2
13675,Norrbottens län,4,2,1996-11,Haparanda D,20
13676,Norrbottens län,4,2,1996-11,Jarhois,4
13677,Norrbottens län,4,2,1996-11,Jäckvik,2
13678,Norrbottens län,4,2,1996-11,Kangos D,2
13679,Norrbottens län,4,2,1996-11,Karesuando,30
13680,Norrbottens län,4,2,1996-11,Karungi,6
13681,Norrbottens län,4,2,1996-11,Katterjåkk,30
13682,Norrbottens län,4,2,1996-11,Klöverträsk D,2
13683,Norrbottens län,4,2,1996-11,Koler D,8
13684,Norrbottens län,4,2,1996-11,Kvikkjokk-Årrenjarka,29
13685,Norrbottens län,4,2,1996-11,Kypasjärvi D,3
13686,Norrbottens län,4,2,1996-11,Kätkesuando,2
13687,Norrbottens län,4,2,1996-11,Lainio,30
13688,Norrbottens län,4,2,1996-11,Luleå Flygplats,24
13689,Norrbottens län,4,2,1996-11,Malmberget,30
13690,Norrbottens län,4,2,1996-11,Parakka,29
13691,Norrbottens län,4,2,1996-11,Parkajoki,5
13692,Norrbottens län,4,2,1996-11,Piteå,21
13693,Norrbottens län,4,2,1996-11,Puottaure,7
13694,Norrbottens län,4,2,1996-11,Rödupp,2
13695,Norrbottens län,4,2,1996-11,Saittarova D,4
13696,Norrbottens län,4,2,1996-11,Skröven D,4
13697,Norrbottens län,4,2,1996-11,Svanstein,2
13698,Norrbottens län,4,2,1996-11,Svappavaara,2
13699,Norrbottens län,4,2,1996-11,Talljärv D,2
13700,Norrbottens län,4,2,1996-11,Vidsel,20
13701,Norrbottens län,4,2,1996-11,Vidsel Mo,17
13702,Norrbottens län,4,2,1996-11,Övertorneå,3
13703,Norrbottens län,4,2,1996-11,Övre Soppero,3
13704,Norrbottens län,6,2,1996-12,Abisko,31
13705,Norrbottens län,6,2,1996-12,Abraur,31
13706,Norrbottens län,6,2,1996-12,Esrange,31
13707,Norrbottens län,6,2,1996-12,Glommersträsk,2
13708,Norrbottens län,6,2,1996-12,Haparanda D,19
13709,Norrbottens län,6,2,1996-12,Jäckvik,2
13710,Norrbottens län,6,2,1996-12,Kangos D,2
13711,Norrbottens län,6,2,1996-12,Karesuando,31
13712,Norrbottens län,6,2,1996-12,Karungi,3
13713,Norrbottens län,6,2,1996-12,Katterjåkk,31
13714,Norrbottens län,6,2,1996-12,Koler D,3
13715,Norrbottens län,6,2,1996-12,Kvikkjokk-Årrenjarka,31
13716,Norrbottens län,6,2,1996-12,Kypasjärvi D,2
13717,Norrbottens län,6,2,1996-12,Lainio,31
13718,Norrbottens län,6,2,1996-12,Luleå Flygplats,22
13719,Norrbottens län,6,2,1996-12,Malmberget,31
13720,Norrbottens län,6,2,1996-12,Parakka,31
13721,Norrbottens län,6,2,1996-12,Parkajoki,2
13722,Norrbottens län,6,2,1996-12,Piteå,31
13723,Norrbottens län,6,2,1996-12,Puottaure,6
13724,Norrbottens län,6,2,1996-12,Rödupp,3
13725,Norrbottens län,6,2,1996-12,Saittarova D,3
13726,Norrbottens län,6,2,1996-12,Skröven D,3
13727,Norrbottens län,6,2,1996-12,Svanstein,2
13728,Norrbottens län,6,2,1996-12,Svappavaara,2
13729,Norrbottens län,6,2,1996-12,Talljärv D,2
13730,Norrbottens län,6,2,1996-12,Vidsel,15
13731,Norrbottens län,6,2,1996-12,Vidsel Mo,10
13732,Norrbottens län,6,2,1996-12,Övre Soppero,3
13733,Norrbottens län,5,2,1997-01,Abisko,31
13734,Norrbottens län,5,2,1997-01,Abraur,31
13735,Norrbottens län,5,2,1997-01,Esrange,31
13736,Norrbottens län,5,2,1997-01,Glommersträsk,2
13737,Norrbottens län,5,2,1997-01,Haparanda D,31
13738,Norrbottens län,5,2,1997-01,Jarhois,2
13739,Norrbottens län,5,2,1997-01,Jäckvik,2
13740,Norrbottens län,5,2,1997-01,Kangos D,2
13741,Norrbottens län,5,2,1997-01,Karesuando,31
13742,Norrbottens län,5,2,1997-01,Karungi,0
13743,Norrbottens län,5,2,1997-01,Katterjåkk,29
13744,Norrbottens län,5,2,1997-01,Koler D,0
13745,Norrbottens län,5,2,1997-01,Kvikkjokk-Årrenjarka,31
13746,Norrbottens län,5,2,1997-01,Kypasjärvi D,2
13747,Norrbottens län,5,2,1997-01,Kätkesuando,2
13748,Norrbottens län,5,2,1997-01,Lainio,31
13749,Norrbottens län,5,2,1997-01,Luleå Flygplats,18
13750,Norrbottens län,5,2,1997-01,Malmberget,31
13751,Norrbottens län,5,2,1997-01,Parakka,30
13752,Norrbottens län,5,2,1997-01,Parkajoki,2
13753,Norrbottens län,5,2,1997-01,Piteå,31
13754,Norrbottens län,5,2,1997-01,Puottaure,6
13755,Norrbottens län,5,2,1997-01,Rödupp,2
13756,Norrbottens län,5,2,1997-01,Saittarova D,3
13757,Norrbottens län,5,2,1997-01,Skröven D,3
13758,Norrbottens län,5,2,1997-01,Svanstein,2
13759,Norrbottens län,5,2,1997-01,Svappavaara,2
13760,Norrbottens län,5,2,1997-01,Talljärv D,3
13761,Norrbottens län,5,2,1997-01,Vidsel,20
13762,Norrbottens län,5,2,1997-01,Vidsel Mo,15
13763,Norrbottens län,5,2,1997-01,Övertorneå,2
13764,Norrbottens län,5,2,1997-01,Övre Soppero,3
13765,Norrbottens län,5,2,1998-11,Abisko,30
13766,Norrbottens län,5,2,1998-11,Abraur,30
13767,Norrbottens län,5,2,1998-11,Esrange,29
13768,Norrbottens län,5,2,1998-11,Glommersträsk,30
13769,Norrbottens län,5,2,1998-11,Haparanda D,20
13770,Norrbottens län,5,2,1998-11,Jarhois,3
13771,Norrbottens län,5,2,1998-11,Jäckvik,2
13772,Norrbottens län,5,2,1998-11,Kangos D,2
13773,Norrbottens län,5,2,1998-11,Karesuando,30
13774,Norrbottens län,5,2,1998-11,Karungi,5
13775,Norrbottens län,5,2,1998-11,Katterjåkk,27
13776,Norrbottens län,5,2,1998-11,Klöverträsk D,4
13777,Norrbottens län,5,2,1998-11,Koler D,4
13778,Norrbottens län,5,2,1998-11,Kvikkjokk-Årrenjarka,16
13779,Norrbottens län,5,2,1998-11,Kypasjärvi D,5
13780,Norrbottens län,5,2,1998-11,Kätkesuando,1
13781,Norrbottens län,5,2,1998-11,Lainio,30
13782,Norrbottens län,5,2,1998-11,Luleå Flygplats,18
13783,Norrbottens län,5,2,1998-11,Malmberget,30
13784,Norrbottens län,5,2,1998-11,Murjek D,2
13785,Norrbottens län,5,2,1998-11,Parakka,29
13786,Norrbottens län,5,2,1998-11,Parkajoki,2
13787,Norrbottens län,5,2,1998-11,Puottaure,5
13788,Norrbottens län,5,2,1998-11,Rödupp,3
13789,Norrbottens län,5,2,1998-11,Saittarova D,3
13790,Norrbottens län,5,2,1998-11,Skröven D,3
13791,Norrbottens län,5,2,1998-11,Svanstein,2
13792,Norrbottens län,5,2,1998-11,Svappavaara,2
13793,Norrbottens län,5,2,1998-11,Talljärv D,2
13794,Norrbottens län,5,2,1998-11,Vidsel,25
13795,Norrbottens län,5,2,1998-11,Vidsel Mo,17
13796,Norrbottens län,5,2,1998-11,Övertorneå,9
13797,Norrbottens län,5,2,1998-11,Övre Soppero,3
13798,Norrbottens län,4,2,2000-02,Abisko,29
13799,Norrbottens län,4,2,2000-02,Abraur,29
13800,Norrbottens län,4,2,2000-02,Esrange,29
13801,Norrbottens län,4,2,2000-02,Glommersträsk,29
13802,Norrbottens län,4,2,2000-02,Haparanda D,29
13803,Norrbottens län,4,2,2000-02,Jarhois,3
13804,Norrbottens län,4,2,2000-02,Jäckvik,3
13805,Norrbottens län,4,2,2000-02,Kangos D,2
13806,Norrbottens län,4,2,2000-02,Karesuando,29
13807,Norrbottens län,4,2,2000-02,Karungi,3
13808,Norrbottens län,4,2,2000-02,Katterjåkk,29
13809,Norrbottens län,4,2,2000-02,Klöverträsk D,2
13810,Norrbottens län,4,2,2000-02,Koler D,5
13811,Norrbottens län,4,2,2000-02,Kvikkjokk-Årrenjarka,26
13812,Norrbottens län,4,2,2000-02,Kypasjärvi D,2
13813,Norrbottens län,4,2,2000-02,Lainio,29
13814,Norrbottens län,4,2,2000-02,Luleå Flygplats,28
13815,Norrbottens län,4,2,2000-02,Malmberget,29
13816,Norrbottens län,4,2,2000-02,Murjek D,2
13817,Norrbottens län,4,2,2000-02,Parakka,22
13818,Norrbottens län,4,2,2000-02,Parkajoki,2
13819,Norrbottens län,4,2,2000-02,Piteå,29
13820,Norrbottens län,4,2,2000-02,Puottaure,6
13821,Norrbottens län,4,2,2000-02,Rödupp,2
13822,Norrbottens län,4,2,2000-02,Saittarova D,2
13823,Norrbottens län,4,2,2000-02,Skröven D,3
13824,Norrbottens län,4,2,2000-02,Svanstein,2
13825,Norrbottens län,4,2,2000-02,Svappavaara,2
13826,Norrbottens län,4,2,2000-02,Talljärv D,4
13827,Norrbottens län,4,2,2000-02,Vidsel,21
13828,Norrbottens län,4,2,2000-02,Vidsel Mo,19
13829,Norrbottens län,4,2,2000-02,Övre Soppero,2
13830,Norrbottens län,5,2,2000-03,Abisko,31
13831,Norrbottens län,5,2,2000-03,Abraur,31
13832,Norrbottens län,5,2,2000-03,Esrange,31
13833,Norrbottens län,5,2,2000-03,Glommersträsk,31
13834,Norrbottens län,5,2,2000-03,Haparanda D,31
13835,Norrbottens län,5,2,2000-03,Jarhois,3
13836,Norrbottens län,5,2,2000-03,Jäckvik,2
13837,Norrbottens län,5,2,2000-03,Kangos D,1
13838,Norrbottens län,5,2,2000-03,Karesuando,31
13839,Norrbottens län,5,2,2000-03,Karungi,3
13840,Norrbottens län,5,2,2000-03,Katterjåkk,31
13841,Norrbottens län,5,2,2000-03,Klöverträsk D,1
13842,Norrbottens län,5,2,2000-03,Koler D,2
13843,Norrbottens län,5,2,2000-03,Kvikkjokk-Årrenjarka,9
13844,Norrbottens län,5,2,2000-03,Kypasjärvi D,3
13845,Norrbottens län,5,2,2000-03,Lainio,31
13846,Norrbottens län,5,2,2000-03,Luleå Flygplats,27
13847,Norrbottens län,5,2,2000-03,Malmberget,31
13848,Norrbottens län,5,2,2000-03,Parakka,31
13849,Norrbottens län,5,2,2000-03,Parkajoki,2
13850,Norrbottens län,5,2,2000-03,Piteå,31
13851,Norrbottens län,5,2,2000-03,Puottaure,5
13852,Norrbottens län,5,2,2000-03,Rödupp,2
13853,Norrbottens län,5,2,2000-03,Saittarova D,1
13854,Norrbottens län,5,2,2000-03,Skröven D,3
13855,Norrbottens län,5,2,2000-03,Svanstein,2
13856,Norrbottens län,5,2,2000-03,Svappavaara,2
13857,Norrbottens län,5,2,2000-03,Talljärv D,2
13858,Norrbottens län,5,2,2000-03,Vidsel,23
13859,Norrbottens län,5,2,2000-03,Vidsel Mo,21
13860,Norrbottens län,5,2,2000-03,Övre Soppero,3
13861,Norrbottens län,5,2,2001-03,Abisko,31
13862,Norrbottens län,5,2,2001-03,Abraur,31
13863,Norrbottens län,5,2,2001-03,Arjeplog-Myrheden D,28
13864,Norrbottens län,5,2,2001-03,Esrange,31
13865,Norrbottens län,5,2,2001-03,Glommersträsk,31
13866,Norrbottens län,5,2,2001-03,Haparanda D,31
13867,Norrbottens län,5,2,2001-03,Jarhois,3
13868,Norrbottens län,5,2,2001-03,Jäckvik,2
13869,Norrbottens län,5,2,2001-03,Kangos D,3
13870,Norrbottens län,5,2,2001-03,Karesuando,31
13871,Norrbottens län,5,2,2001-03,Karungi,2
13872,Norrbottens län,5,2,2001-03,Katterjåkk,31
13873,Norrbottens län,5,2,2001-03,Koler D,5
13874,Norrbottens län,5,2,2001-03,Kvikkjokk-Årrenjarka,31
13875,Norrbottens län,5,2,2001-03,Kypasjärvi D,3
13876,Norrbottens län,5,2,2001-03,Kätkesuando,1
13877,Norrbottens län,5,2,2001-03,Lainio,29
13878,Norrbottens län,5,2,2001-03,Luleå Flygplats,31
13879,Norrbottens län,5,2,2001-03,Malmberget,31
13880,Norrbottens län,5,2,2001-03,Parakka,31
13881,Norrbottens län,5,2,2001-03,Parkajoki,2
13882,Norrbottens län,5,2,2001-03,Piteå,31
13883,Norrbottens län,5,2,2001-03,Puottaure,6
13884,Norrbottens län,5,2,2001-03,Rödupp,2
13885,Norrbottens län,5,2,2001-03,Saittarova D,3
13886,Norrbottens län,5,2,2001-03,Skröven D,2
13887,Norrbottens län,5,2,2001-03,Svanstein,2
13888,Norrbottens län,5,2,2001-03,Svappavaara,2
13889,Norrbottens län,5,2,2001-03,Talljärv D,2
13890,Norrbottens län,5,2,2001-03,Vidsel,22
13891,Norrbottens län,5,2,2001-03,Vidsel Mo,21
13892,Norrbottens län,5,2,2001-03,Övre Soppero,3
13893,Norrbottens län,6,2,2002-02,Abisko,28
13894,Norrbottens län,6,2,2002-02,Abraur,27
13895,Norrbottens län,6,2,2002-02,Arjeplog-Myrheden D,28
13896,Norrbottens län,6,2,2002-02,Esrange,28
13897,Norrbottens län,6,2,2002-02,Glommersträsk,28
13898,Norrbottens län,6,2,2002-02,Haparanda D,28
13899,Norrbottens län,6,2,2002-02,Jarhois,3
13900,Norrbottens län,6,2,2002-02,Jäckvik,2
13901,Norrbottens län,6,2,2002-02,Kangos D,2
13902,Norrbottens län,6,2,2002-02,Karesuando,28
13903,Norrbottens län,6,2,2002-02,Karungi,3
13904,Norrbottens län,6,2,2002-02,Katterjåkk,28
13905,Norrbottens län,6,2,2002-02,Koler D,5
13906,Norrbottens län,6,2,2002-02,Kvikkjokk-Årrenjarka,27
13907,Norrbottens län,6,2,2002-02,Kypasjärvi D,28
13908,Norrbottens län,6,2,2002-02,Lainio,23
