,Region,Antal,/100 000 inv,Date,Location,Snow_days
0,Gotlands län,..,..,1998-12,Forse,21
1,Gotlands län,..,..,1998-12,Hejnum,15
2,Gotlands län,..,..,1998-12,Hemse,5
3,Gotlands län,..,..,1998-12,Hoburg D,4
4,Gotlands län,..,..,1998-12,Sanda,9
5,Gotlands län,..,..,1998-12,Vänge,8
6,Gotlands län,..,..,2002-10,Forse,2
7,Gotlands län,..,..,2002-10,Hoburg D,0
8,Gotlands län,..,..,2007-11,Austers D,0
9,Gotlands län,..,..,2007-11,Forse,25
10,Gotlands län,..,..,2007-11,Hejnum,2
11,Gotlands län,..,..,2007-11,Hemse,6
12,Gotlands län,..,..,2007-11,Hoburg D,1
13,Gotlands län,..,..,2007-11,Sanda,2
14,Gotlands län,..,..,2007-11,Vänge,6
15,Gotlands län,..,..,2011-11,Austers D,0
16,Gotlands län,..,..,2011-11,Forse,0
17,Gotlands län,..,..,2011-11,Hejnum,0
18,Gotlands län,..,..,2011-11,Hoburg D,0
19,Gotlands län,..,..,2011-11,Vänge,0
20,Gotlands län,..,..,2012-02,Austers D,20
21,Gotlands län,..,..,2012-02,Forse,29
22,Gotlands län,..,..,2012-02,Hejnum,24
23,Gotlands län,..,..,2012-02,Hemse,22
24,Gotlands län,..,..,2012-02,Hoburg D,11
25,Gotlands län,..,..,2012-02,Sanda,22
26,Gotlands län,..,..,2012-02,Vänge,26
27,Gotlands län,..,..,2013-12,Austers D,2
28,Gotlands län,..,..,2013-12,Forse,0
29,Gotlands län,..,..,2013-12,Hejnum,5
30,Gotlands län,..,..,2013-12,Hemse,4
31,Gotlands län,..,..,2013-12,Hoburg D,2
32,Gotlands län,..,..,2013-12,Sanda,2
33,Gotlands län,..,..,2013-12,Vänge,4
34,Gotlands län,..,..,2014-02,Austers D,3
35,Gotlands län,..,..,2014-02,Forse,25
36,Gotlands län,..,..,2014-02,Hejnum,8
37,Gotlands län,..,..,2014-02,Hemse,2
38,Gotlands län,..,..,2014-02,Hoburg D,1
39,Gotlands län,..,..,2014-02,Sanda,7
40,Gotlands län,..,..,2014-02,Vänge,8
41,Jämtlands län,..,..,2000-11,Ankarvattnet D,2
42,Jämtlands län,..,..,2000-11,Hammerdal D,1
43,Jämtlands län,..,..,2000-11,Hillsand,1
44,Jämtlands län,..,..,2000-11,Höglekardalen,30
45,Jämtlands län,..,..,2000-11,Kaxås-Åflo D,0
46,Jämtlands län,..,..,2000-11,Kyrktåsjö D,7
47,Jämtlands län,..,..,2000-11,Ljusnedal,17
48,Jämtlands län,..,..,2000-11,Löten D,0
49,Jämtlands län,..,..,2000-11,Marby D,8
50,Jämtlands län,..,..,2000-11,Myskelåsen D,30
51,Jämtlands län,..,..,2000-11,Mörsil,13
52,Jämtlands län,..,..,2000-11,Rissna D,1
53,Jämtlands län,..,..,2000-11,Storlien-Storvallen,7
54,Jämtlands län,..,..,2000-11,Sveg-Eggarna,1
55,Jämtlands län,..,..,2000-11,Tullus D,3
56,Jämtlands län,..,..,2000-11,Valsjöbyn,7
57,Jämtlands län,..,..,2000-11,Ytterhogdal,3
58,Jämtlands län,..,..,2005-12,Almdalen,31
59,Jämtlands län,..,..,2005-12,Ankarvattnet D,31
60,Jämtlands län,..,..,2005-12,Backe D,31
61,Jämtlands län,..,..,2005-12,Bispgården,12
62,Jämtlands län,..,..,2005-12,Dödre,31
63,Jämtlands län,..,..,2005-12,Hammerdal D,25
64,Jämtlands län,..,..,2005-12,Hillsand,21
65,Jämtlands län,..,..,2005-12,Höglekardalen,31
66,Jämtlands län,..,..,2005-12,Järpströmmen,18
67,Jämtlands län,..,..,2005-12,Kaxås-Åflo D,28
68,Jämtlands län,..,..,2005-12,Kyrktåsjö D,31
69,Jämtlands län,..,..,2005-12,Ljusnedal,31
70,Jämtlands län,..,..,2005-12,Lundsjön,31
71,Jämtlands län,..,..,2005-12,Löten D,31
72,Jämtlands län,..,..,2005-12,Marby D,3
73,Jämtlands län,..,..,2005-12,Myskelåsen D,31
74,Jämtlands län,..,..,2005-12,Mörsil,31
75,Jämtlands län,..,..,2005-12,Rissna D,29
76,Jämtlands län,..,..,2005-12,Rossön,31
77,Jämtlands län,..,..,2005-12,Storlien-Storvallen,25
78,Jämtlands län,..,..,2005-12,Sveg-Eggarna,28
79,Jämtlands län,..,..,2005-12,Tullus D,23
80,Jämtlands län,..,..,2005-12,Valsjöbyn,31
81,Jämtlands län,..,..,2005-12,Ytterberg D,31
82,Jämtlands län,..,..,2005-12,Ytterhogdal,31
83,Jämtlands län,..,..,2005-12,Åsarna D,0
84,Jämtlands län,..,..,2005-12,Ön,4
85,Jämtlands län,1,1,1995-01,Almdalen,1
86,Jämtlands län,1,1,1995-01,Backe D,2
87,Jämtlands län,1,1,1995-01,Bispgården,2
88,Jämtlands län,1,1,1995-01,Dödre,3
89,Jämtlands län,1,1,1995-01,Hammerdal D,2
90,Jämtlands län,1,1,1995-01,Hillsand,2
91,Jämtlands län,1,1,1995-01,Höglekardalen,23
92,Jämtlands län,1,1,1995-01,Järpströmmen,1
93,Jämtlands län,1,1,1995-01,Kaxås-Åflo D,2
94,Jämtlands län,1,1,1995-01,Kyrktåsjö D,1
95,Jämtlands län,1,1,1995-01,Ljusnedal,3
96,Jämtlands län,1,1,1995-01,Lundsjön,2
97,Jämtlands län,1,1,1995-01,Löten D,1
98,Jämtlands län,1,1,1995-01,Marby D,31
99,Jämtlands län,1,1,1995-01,Myskelåsen D,31
100,Jämtlands län,1,1,1995-01,Mörsil,23
101,Jämtlands län,1,1,1995-01,Rissna D,3
102,Jämtlands län,1,1,1995-01,Rossön,3
103,Jämtlands län,1,1,1995-01,Storlien-Storvallen,31
104,Jämtlands län,1,1,1995-01,Sveg-Eggarna,28
105,Jämtlands län,1,1,1995-01,Tullus D,7
106,Jämtlands län,1,1,1995-01,Valsjöbyn,31
107,Jämtlands län,1,1,1995-01,Ytterberg D,20
108,Jämtlands län,1,1,1995-01,Ytterhogdal,31
109,Jämtlands län,1,1,1995-01,Ön,11
110,Jämtlands län,2,1,1995-03,Almdalen,1
111,Jämtlands län,2,1,1995-03,Backe D,2
112,Jämtlands län,2,1,1995-03,Bispgården,3
113,Jämtlands län,2,1,1995-03,Dödre,3
114,Jämtlands län,2,1,1995-03,Hammerdal D,2
115,Jämtlands län,2,1,1995-03,Hillsand,2
116,Jämtlands län,2,1,1995-03,Höglekardalen,16
117,Jämtlands län,2,1,1995-03,Järpströmmen,1
118,Jämtlands län,2,1,1995-03,Kaxås-Åflo D,2
119,Jämtlands län,2,1,1995-03,Kyrktåsjö D,1
120,Jämtlands län,2,1,1995-03,Ljusnedal,3
121,Jämtlands län,2,1,1995-03,Lundsjön,2
122,Jämtlands län,2,1,1995-03,Löten D,3
123,Jämtlands län,2,1,1995-03,Marby D,31
124,Jämtlands län,2,1,1995-03,Myskelåsen D,31
125,Jämtlands län,2,1,1995-03,Mörsil,19
126,Jämtlands län,2,1,1995-03,Rissna D,4
127,Jämtlands län,2,1,1995-03,Rossön,3
128,Jämtlands län,2,1,1995-03,Storlien-Storvallen,31
129,Jämtlands län,2,1,1995-03,Sveg-Eggarna,31
130,Jämtlands län,2,1,1995-03,Tullus D,9
131,Jämtlands län,2,1,1995-03,Valsjöbyn,31
132,Jämtlands län,2,1,1995-03,Ytterberg D,21
133,Jämtlands län,2,1,1995-03,Ytterhogdal,31
134,Jämtlands län,2,1,1995-03,Ön,4
135,Jämtlands län,2,1,1995-11,Dödre,0
136,Jämtlands län,2,1,1995-11,Hammerdal D,0
137,Jämtlands län,2,1,1995-11,Hillsand,1
138,Jämtlands län,2,1,1995-11,Höglekardalen,5
139,Jämtlands län,2,1,1995-11,Kaxås-Åflo D,0
140,Jämtlands län,2,1,1995-11,Kyrktåsjö D,0
141,Jämtlands län,2,1,1995-11,Lundsjön,0
142,Jämtlands län,2,1,1995-11,Löten D,2
143,Jämtlands län,2,1,1995-11,Marby D,0
144,Jämtlands län,2,1,1995-11,Myskelåsen D,0
145,Jämtlands län,2,1,1995-11,Mörsil,11
146,Jämtlands län,2,1,1995-11,Rissna D,0
147,Jämtlands län,2,1,1995-11,Rossön,0
148,Jämtlands län,2,1,1995-11,Storlien-Storvallen,30
149,Jämtlands län,2,1,1995-11,Sveg-Eggarna,12
150,Jämtlands län,2,1,1995-11,Tullus D,0
151,Jämtlands län,2,1,1995-11,Valsjöbyn,0
152,Jämtlands län,2,1,1995-11,Ytterberg D,3
153,Jämtlands län,2,1,1995-11,Ytterhogdal,28
154,Jämtlands län,2,1,1996-12,Ankarvattnet D,3
155,Jämtlands län,2,1,1996-12,Backe D,0
156,Jämtlands län,2,1,1996-12,Bispgården,3
157,Jämtlands län,2,1,1996-12,Dödre,23
158,Jämtlands län,2,1,1996-12,Hammerdal D,2
159,Jämtlands län,2,1,1996-12,Hillsand,2
160,Jämtlands län,2,1,1996-12,Höglekardalen,31
161,Jämtlands län,2,1,1996-12,Järpströmmen,2
162,Jämtlands län,2,1,1996-12,Kaxås-Åflo D,3
163,Jämtlands län,2,1,1996-12,Kyrktåsjö D,1
164,Jämtlands län,2,1,1996-12,Ljusnedal,3
165,Jämtlands län,2,1,1996-12,Lundsjön,2
166,Jämtlands län,2,1,1996-12,Löten D,2
167,Jämtlands län,2,1,1996-12,Marby D,31
168,Jämtlands län,2,1,1996-12,Myskelåsen D,29
169,Jämtlands län,2,1,1996-12,Mörsil,31
170,Jämtlands län,2,1,1996-12,Rissna D,8
171,Jämtlands län,2,1,1996-12,Rossön,3
172,Jämtlands län,2,1,1996-12,Storlien-Storvallen,29
173,Jämtlands län,2,1,1996-12,Sveg-Eggarna,30
174,Jämtlands län,2,1,1996-12,Tullus D,30
175,Jämtlands län,2,1,1996-12,Valsjöbyn,29
176,Jämtlands län,2,1,1996-12,Ytterberg D,1
177,Jämtlands län,2,1,1996-12,Ytterhogdal,31
178,Jämtlands län,2,1,1996-12,Ön,16
179,Norrbottens län,4,1,1995-12,Abisko,31
180,Norrbottens län,4,1,1995-12,Abraur,6
181,Norrbottens län,4,1,1995-12,Esrange,31
182,Norrbottens län,4,1,1995-12,Glommersträsk,2
183,Norrbottens län,4,1,1995-12,Haparanda D,8
184,Norrbottens län,4,1,1995-12,Jarhois,0
185,Norrbottens län,4,1,1995-12,Jäckvik,2
186,Norrbottens län,4,1,1995-12,Kangos D,0
187,Norrbottens län,4,1,1995-12,Karesuando,31
188,Norrbottens län,4,1,1995-12,Karungi,0
189,Norrbottens län,4,1,1995-12,Katterjåkk,22
190,Norrbottens län,4,1,1995-12,Klöverträsk D,2
191,Norrbottens län,4,1,1995-12,Koler D,0
192,Norrbottens län,4,1,1995-12,Kvikkjokk-Årrenjarka,23
193,Norrbottens län,4,1,1995-12,Kypasjärvi D,0
194,Norrbottens län,4,1,1995-12,Kätkesuando,0
195,Norrbottens län,4,1,1995-12,Lainio,31
196,Norrbottens län,4,1,1995-12,Luleå Flygplats,21
197,Norrbottens län,4,1,1995-12,Malmberget,31
198,Norrbottens län,4,1,1995-12,Murjek D,0
199,Norrbottens län,4,1,1995-12,Parakka,0
200,Norrbottens län,4,1,1995-12,Parkajoki,0
201,Norrbottens län,4,1,1995-12,Piteå,31
202,Norrbottens län,4,1,1995-12,Puottaure,0
203,Norrbottens län,4,1,1995-12,Rödupp,0
204,Norrbottens län,4,1,1995-12,Saittarova D,0
205,Norrbottens län,4,1,1995-12,Skröven D,0
206,Norrbottens län,4,1,1995-12,Svanstein,0
207,Norrbottens län,4,1,1995-12,Svappavaara,2
208,Norrbottens län,4,1,1995-12,Talljärv D,0
209,Norrbottens län,4,1,1995-12,Vidsel,16
210,Norrbottens län,4,1,1995-12,Övertorneå,31
211,Norrbottens län,4,1,1995-12,Övre Soppero,3
212,Norrbottens län,3,1,1999-02,Abisko,28
213,Norrbottens län,3,1,1999-02,Abraur,27
214,Norrbottens län,3,1,1999-02,Esrange,28
215,Norrbottens län,3,1,1999-02,Glommersträsk,28
216,Norrbottens län,3,1,1999-02,Haparanda D,28
217,Norrbottens län,3,1,1999-02,Jarhois,1
218,Norrbottens län,3,1,1999-02,Jäckvik,2
219,Norrbottens län,3,1,1999-02,Kangos D,2
220,Norrbottens län,3,1,1999-02,Karesuando,28
221,Norrbottens län,3,1,1999-02,Karungi,3
222,Norrbottens län,3,1,1999-02,Katterjåkk,28
223,Norrbottens län,3,1,1999-02,Klöverträsk D,1
224,Norrbottens län,3,1,1999-02,Koler D,3
225,Norrbottens län,3,1,1999-02,Kvikkjokk-Årrenjarka,26
226,Norrbottens län,3,1,1999-02,Kypasjärvi D,2
227,Norrbottens län,3,1,1999-02,Kätkesuando,2
228,Norrbottens län,3,1,1999-02,Lainio,28
229,Norrbottens län,3,1,1999-02,Luleå Flygplats,27
230,Norrbottens län,3,1,1999-02,Malmberget,28
231,Norrbottens län,3,1,1999-02,Murjek D,2
232,Norrbottens län,3,1,1999-02,Parakka,28
233,Norrbottens län,3,1,1999-02,Parkajoki,2
234,Norrbottens län,3,1,1999-02,Piteå,28
235,Norrbottens län,3,1,1999-02,Puottaure,4
236,Norrbottens län,3,1,1999-02,Rödupp,2
237,Norrbottens län,3,1,1999-02,Saittarova D,2
238,Norrbottens län,3,1,1999-02,Skröven D,2
239,Norrbottens län,3,1,1999-02,Svanstein,2
240,Norrbottens län,3,1,1999-02,Svappavaara,2
241,Norrbottens län,3,1,1999-02,Talljärv D,3
242,Norrbottens län,3,1,1999-02,Vidsel,22
243,Norrbottens län,3,1,1999-02,Vidsel Mo,19
244,Norrbottens län,3,1,1999-02,Övre Soppero,3
245,Norrbottens län,3,1,2003-01,Abisko,31
246,Norrbottens län,3,1,2003-01,Abraur,31
247,Norrbottens län,3,1,2003-01,Arjeplog-Myrheden D,31
248,Norrbottens län,3,1,2003-01,Esrange,31
249,Norrbottens län,3,1,2003-01,Glommersträsk,31
250,Norrbottens län,3,1,2003-01,Haparanda D,31
251,Norrbottens län,3,1,2003-01,Jarhois,3
252,Norrbottens län,3,1,2003-01,Jäckvik,2
253,Norrbottens län,3,1,2003-01,Kangos D,2
254,Norrbottens län,3,1,2003-01,Karesuando,31
255,Norrbottens län,3,1,2003-01,Karungi,2
256,Norrbottens län,3,1,2003-01,Katterjåkk,31
257,Norrbottens län,3,1,2003-01,Koler D,2
258,Norrbottens län,3,1,2003-01,Kvikkjokk-Årrenjarka,31
259,Norrbottens län,3,1,2003-01,Kypasjärvi D,31
260,Norrbottens län,3,1,2003-01,Lainio,22
261,Norrbottens län,3,1,2003-01,Luleå Flygplats,19
262,Norrbottens län,3,1,2003-01,Luleå-Bergnäset,31
263,Norrbottens län,3,1,2003-01,Malmberget,31
264,Norrbottens län,3,1,2003-01,Parakka,31
265,Norrbottens län,3,1,2003-01,Parkajoki,2
266,Norrbottens län,3,1,2003-01,Piteå,31
267,Norrbottens län,3,1,2003-01,Puottaure,5
268,Norrbottens län,3,1,2003-01,Rödupp,2
269,Norrbottens län,3,1,2003-01,Saittarova D,2
270,Norrbottens län,3,1,2003-01,Skröven D,1
271,Norrbottens län,3,1,2003-01,Svanstein,2
272,Norrbottens län,3,1,2003-01,Svappavaara,2
273,Norrbottens län,3,1,2003-01,Talljärv D,2
274,Norrbottens län,3,1,2003-01,Vidsel,19
275,Norrbottens län,3,1,2003-01,Övertorneå,31
276,Norrbottens län,3,1,2003-01,Övre Soppero,3
277,Västerbottens län,3,1,2000-11,Grönliden,3
278,Västerbottens län,3,1,2000-11,Jörn D,1
279,Västerbottens län,3,1,2000-11,Kittelfjäll D,0
280,Västerbottens län,3,1,2000-11,Kusmark D,0
281,Västerbottens län,3,1,2000-11,Malkälen D,1
282,Västerbottens län,3,1,2000-11,Malå,13
283,Västerbottens län,3,1,2000-11,Mjölkbäcken,1
284,Västerbottens län,3,1,2000-11,Mosekälla,6
285,Västerbottens län,3,1,2000-11,Sadiliden,5
286,Västerbottens län,3,1,2000-11,Sorsele,7
287,Västerbottens län,3,1,2000-11,Tavelsjö D,2
288,Västerbottens län,3,1,2000-11,Vindeln-Sunnansjönäs,8
289,Västerbottens län,3,1,2000-11,Vännäs D,5
290,Västerbottens län,3,1,2000-11,Ytterrissjö D,7
291,Västerbottens län,3,1,2000-11,Åsele,6
292,Västerbottens län,3,1,2001-02,Avasjö-Borgafjäll D,2
293,Västerbottens län,3,1,2001-02,Blaiken D,1
294,Västerbottens län,3,1,2001-02,Brännforssund,0
295,Västerbottens län,3,1,2001-02,Bäverträsk,2
296,Västerbottens län,3,1,2001-02,Grönliden,4
297,Västerbottens län,3,1,2001-02,Jörn D,2
298,Västerbottens län,3,1,2001-02,Kittelfjäll D,2
299,Västerbottens län,3,1,2001-02,Kusmark D,2
300,Västerbottens län,3,1,2001-02,Lövånger,3
301,Västerbottens län,3,1,2001-02,Malkälen D,2
302,Västerbottens län,3,1,2001-02,Malå,28
303,Västerbottens län,3,1,2001-02,Mjölkbäcken,2
304,Västerbottens län,3,1,2001-02,Mosekälla,25
305,Västerbottens län,3,1,2001-02,Sadiliden,2
306,Västerbottens län,3,1,2001-02,Sorsele,28
307,Västerbottens län,3,1,2001-02,Tavelsjö D,3
308,Västerbottens län,3,1,2001-02,Umeå-Röbäcksdalen,4
309,Västerbottens län,3,1,2001-02,Vindeln-Sunnansjönäs,28
310,Västerbottens län,3,1,2001-02,Vännäs D,28
311,Västerbottens län,3,1,2001-02,Ytterrissjö D,26
312,Västerbottens län,3,1,2001-02,Åsele,26
313,Blekinge län,16,10,1995-03,Ronneby-Bredåkra,0
314,Blekinge län,16,10,1995-03,Tvingelshed,1
315,Blekinge län,15,10,1996-10,Ronneby-Bredåkra,0
316,Blekinge län,15,10,2000-03,Olofström,0
317,Blekinge län,15,10,2000-03,Ronneby-Bredåkra,1
318,Blekinge län,15,10,2000-11,Ronneby-Bredåkra,0
319,Blekinge län,15,10,2002-11,Ronneby-Bredåkra,0
320,Blekinge län,15,10,2005-01,Lyckeby,0
321,Blekinge län,15,10,2005-01,Ronneby-Bredåkra,0
322,Blekinge län,15,10,2005-01,Tvingelshed,0
323,Blekinge län,15,10,2007-03,Ronneby-Bredåkra,0
324,Blekinge län,15,10,2007-03,Tvingelshed,2
325,Blekinge län,16,10,2011-02,Eringsboda D,18
326,Blekinge län,16,10,2011-02,Lyckeby,8
327,Blekinge län,16,10,2011-02,Ronneby-Bredåkra,9
328,Blekinge län,16,10,2011-02,Stångsmåla D,13
329,Blekinge län,16,10,2011-02,Tvingelshed,27
330,Dalarnas län,30,10,1996-01,Borlänge D,0
331,Dalarnas län,30,10,1996-01,Brovallen,31
332,Dalarnas län,30,10,1996-01,Dala-Järna D,2
333,Dalarnas län,30,10,1996-01,Falun-Lugnet,26
334,Dalarnas län,30,10,1996-01,Finnbacka D,0
335,Dalarnas län,30,10,1996-01,Fredriksberg,23
336,Dalarnas län,30,10,1996-01,Idre D,31
337,Dalarnas län,30,10,1996-01,Leksand,27
338,Dalarnas län,30,10,1996-01,Mångsbodarna,0
339,Dalarnas län,30,10,1996-01,Nyhammar,0
340,Dalarnas län,30,10,1996-01,Orsa D,0
341,Dalarnas län,30,10,1996-01,Skattungbyn D,0
342,Dalarnas län,30,10,1996-01,Särna D,23
343,Dalarnas län,30,10,1996-01,Söderbärke D,0
344,Dalarnas län,30,10,1996-01,Trängslet,0
345,Dalarnas län,30,10,1996-01,Våmhus D,0
346,Dalarnas län,30,10,1996-03,Borlänge D,0
347,Dalarnas län,30,10,1996-03,Brovallen,25
348,Dalarnas län,30,10,1996-03,Dala-Järna D,1
349,Dalarnas län,30,10,1996-03,Falun-Lugnet,15
350,Dalarnas län,30,10,1996-03,Finnbacka D,0
351,Dalarnas län,30,10,1996-03,Fredriksberg,6
352,Dalarnas län,30,10,1996-03,Idre D,31
353,Dalarnas län,30,10,1996-03,Leksand,7
354,Dalarnas län,30,10,1996-03,Mångsbodarna,0
355,Dalarnas län,30,10,1996-03,Nyhammar,0
356,Dalarnas län,30,10,1996-03,Orsa D,0
357,Dalarnas län,30,10,1996-03,Skattungbyn D,0
358,Dalarnas län,30,10,1996-03,Särna D,30
359,Dalarnas län,30,10,1996-03,Söderbärke D,0
360,Dalarnas län,30,10,1996-03,Trängslet,0
361,Dalarnas län,30,10,1996-03,Våmhus D,0
362,Dalarnas län,29,10,1997-10,Borlänge D,2
363,Dalarnas län,29,10,1997-10,Brovallen,7
364,Dalarnas län,29,10,1997-10,Falun-Lugnet,2
365,Dalarnas län,29,10,1997-10,Fredriksberg,0
366,Dalarnas län,29,10,1997-10,Idre D,7
367,Dalarnas län,29,10,1997-10,Leksand,0
368,Dalarnas län,29,10,1997-10,Orsa D,7
369,Dalarnas län,29,10,1997-10,Skattungbyn D,6
370,Dalarnas län,29,10,1997-10,Särna D,1
371,Dalarnas län,29,10,1997-10,Våmhus D,1
372,Dalarnas län,29,10,1998-12,Borlänge D,20
373,Dalarnas län,29,10,1998-12,Brovallen,30
374,Dalarnas län,29,10,1998-12,Dala-Järna D,1
375,Dalarnas län,29,10,1998-12,Falun-Lugnet,30
376,Dalarnas län,29,10,1998-12,Finnbacka D,2
377,Dalarnas län,29,10,1998-12,Fredriksberg,17
378,Dalarnas län,29,10,1998-12,Idre D,3
379,Dalarnas län,29,10,1998-12,Leksand,26
380,Dalarnas län,29,10,1998-12,Mångsbodarna,2
381,Dalarnas län,29,10,1998-12,Nyhammar,0
382,Dalarnas län,29,10,1998-12,Orsa D,12
383,Dalarnas län,29,10,1998-12,Skattungbyn D,9
384,Dalarnas län,29,10,1998-12,Särna D,29
385,Dalarnas län,29,10,1998-12,Söderbärke D,1
386,Dalarnas län,29,10,1998-12,Trängslet,11
387,Dalarnas län,29,10,1998-12,Våmhus D,27
388,Dalarnas län,29,10,2000-01,Borlänge D,12
389,Dalarnas län,29,10,2000-01,Brovallen,21
390,Dalarnas län,29,10,2000-01,Dala-Järna D,2
391,Dalarnas län,29,10,2000-01,Falun-Lugnet,31
392,Dalarnas län,29,10,2000-01,Finnbacka D,2
393,Dalarnas län,29,10,2000-01,Fredriksberg,28
394,Dalarnas län,29,10,2000-01,Idre D,3
395,Dalarnas län,29,10,2000-01,Leksand,31
396,Dalarnas län,29,10,2000-01,Mångsbodarna,3
397,Dalarnas län,29,10,2000-01,Nyhammar,1
398,Dalarnas län,29,10,2000-01,Orsa D,31
399,Dalarnas län,29,10,2000-01,Särna D,18
400,Dalarnas län,29,10,2000-01,Söderbärke D,0
401,Dalarnas län,29,10,2000-01,Trängslet,19
402,Dalarnas län,29,10,2000-01,Våmhus D,29
403,Dalarnas län,29,10,2001-11,Borlänge D,4
404,Dalarnas län,29,10,2001-11,Brovallen,5
405,Dalarnas län,29,10,2001-11,Falun-Lugnet,18
406,Dalarnas län,29,10,2001-11,Finnbacka D,2
407,Dalarnas län,29,10,2001-11,Fredriksberg,6
408,Dalarnas län,29,10,2001-11,Hillersboda,11
409,Dalarnas län,29,10,2001-11,Leksand,3
410,Dalarnas län,29,10,2001-11,Mångsbodarna,3
411,Dalarnas län,29,10,2001-11,Nyhammar,1
412,Dalarnas län,29,10,2001-11,Orsa D,23
413,Dalarnas län,29,10,2001-11,Skattungbyn D,1
414,Dalarnas län,29,10,2001-11,Särna D,30
415,Dalarnas län,29,10,2001-11,Trängslet,14
416,Dalarnas län,29,10,2001-11,Våmhus D,24
417,Dalarnas län,27,10,2001-12,Borlänge D,12
418,Dalarnas län,27,10,2001-12,Dala-Järna D,1
419,Dalarnas län,27,10,2001-12,Falun-Lugnet,28
420,Dalarnas län,27,10,2001-12,Finnbacka D,2
421,Dalarnas län,27,10,2001-12,Fredriksberg,24
422,Dalarnas län,27,10,2001-12,Hillersboda,15
423,Dalarnas län,27,10,2001-12,Leksand,25
424,Dalarnas län,27,10,2001-12,Mångsbodarna,4
425,Dalarnas län,27,10,2001-12,Nyhammar,2
426,Dalarnas län,27,10,2001-12,Orsa D,31
427,Dalarnas län,27,10,2001-12,Skattungbyn D,7
428,Dalarnas län,27,10,2001-12,Särna D,31
429,Dalarnas län,27,10,2001-12,Söderbärke D,15
430,Dalarnas län,27,10,2001-12,Trängslet,14
431,Dalarnas län,27,10,2001-12,Våmhus D,31
432,Dalarnas län,29,10,2002-10,Brovallen,0
433,Dalarnas län,29,10,2002-10,Fredriksberg,0
434,Dalarnas län,29,10,2002-10,Idre D,9
435,Dalarnas län,29,10,2002-10,Leksand,0
436,Dalarnas län,29,10,2002-10,Mångsbodarna,2
437,Dalarnas län,29,10,2002-10,Nyhammar,0
438,Dalarnas län,29,10,2002-10,Orsa D,10
439,Dalarnas län,29,10,2002-10,Skattungbyn D,1
440,Dalarnas län,29,10,2002-10,Särna D,14
441,Dalarnas län,29,10,2002-10,Trängslet,1
442,Dalarnas län,29,10,2002-10,Våmhus D,7
443,Dalarnas län,29,10,2003-10,Borlänge D,0
444,Dalarnas län,29,10,2003-10,Hillersboda,0
445,Dalarnas län,29,10,2003-10,Idre D,11
446,Dalarnas län,29,10,2003-10,Mångsbodarna,0
447,Dalarnas län,29,10,2003-10,Orsa D,1
448,Dalarnas län,29,10,2003-10,Skattungbyn D,0
449,Dalarnas län,29,10,2003-10,Särna D,11
450,Dalarnas län,29,10,2003-10,Trängslet,5
451,Dalarnas län,29,10,2003-10,Våmhus D,3
452,Dalarnas län,29,10,2003-12,Borlänge D,15
453,Dalarnas län,29,10,2003-12,Brovallen,19
454,Dalarnas län,29,10,2003-12,Falun-Lugnet,24
455,Dalarnas län,29,10,2003-12,Finnbacka D,2
456,Dalarnas län,29,10,2003-12,Fredriksberg,14
457,Dalarnas län,29,10,2003-12,Hillersboda,22
458,Dalarnas län,29,10,2003-12,Idre D,30
459,Dalarnas län,29,10,2003-12,Leksand,11
460,Dalarnas län,29,10,2003-12,Mångsbodarna,2
461,Dalarnas län,29,10,2003-12,Nyhammar,0
462,Dalarnas län,29,10,2003-12,Orsa D,19
463,Dalarnas län,29,10,2003-12,Skattungbyn D,1
464,Dalarnas län,29,10,2003-12,Särna D,31
465,Dalarnas län,29,10,2003-12,Söderbärke D,18
466,Dalarnas län,29,10,2003-12,Trängslet,8
467,Dalarnas län,29,10,2003-12,Våmhus D,27
468,Dalarnas län,29,10,2004-03,Borlänge D,20
469,Dalarnas län,29,10,2004-03,Brovallen,24
470,Dalarnas län,29,10,2004-03,Falun-Lugnet,29
471,Dalarnas län,29,10,2004-03,Finnbacka D,1
472,Dalarnas län,29,10,2004-03,Fredriksberg,23
473,Dalarnas län,29,10,2004-03,Hillersboda,19
474,Dalarnas län,29,10,2004-03,Idre D,31
475,Dalarnas län,29,10,2004-03,Leksand,18
476,Dalarnas län,29,10,2004-03,Mångsbodarna,3
477,Dalarnas län,29,10,2004-03,Nyhammar,0
478,Dalarnas län,29,10,2004-03,Orsa D,31
479,Dalarnas län,29,10,2004-03,Skattungbyn D,10
480,Dalarnas län,29,10,2004-03,Särna D,31
481,Dalarnas län,29,10,2004-03,Söderbärke D,20
482,Dalarnas län,29,10,2004-03,Trängslet,23
483,Dalarnas län,29,10,2004-03,Våmhus D,31
484,Dalarnas län,27,10,2004-12,Borlänge D,11
485,Dalarnas län,27,10,2004-12,Brovallen,14
486,Dalarnas län,27,10,2004-12,Dala-Järna D,9
487,Dalarnas län,27,10,2004-12,Falun-Lugnet,23
488,Dalarnas län,27,10,2004-12,Fredriksberg,8
489,Dalarnas län,27,10,2004-12,Hillersboda,14
490,Dalarnas län,27,10,2004-12,Idre D,31
491,Dalarnas län,27,10,2004-12,Leksand,13
492,Dalarnas län,27,10,2004-12,Mångsbodarna,14
493,Dalarnas län,27,10,2004-12,Nyhammar,0
494,Dalarnas län,27,10,2004-12,Orsa D,24
495,Dalarnas län,27,10,2004-12,Skattungbyn D,4
